,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
9084,L,297.2,307.9,1326,75.4,172,1,Power Failure
9085,H,297.1,307.9,1365,54.0,174,0,No Failure
9086,L,297.1,307.8,1428,43.7,179,0,No Failure
9087,L,297.1,307.8,1681,27.6,181,0,No Failure
9088,M,297.1,307.9,1662,26.9,183,0,No Failure
9089,L,297.2,307.9,1989,20.3,186,0,No Failure
9090,M,297.2,307.9,1747,29.0,188,0,No Failure
9091,M,297.2,308.0,1765,31.1,191,0,No Failure
9092,L,297.3,308.1,1568,34.4,194,0,No Failure
9093,M,297.3,308.1,1709,30.6,196,0,No Failure
9094,M,297.3,308.1,1370,58.8,199,0,No Failure
9095,L,297.3,308.1,1458,45.7,202,0,No Failure
9096,L,297.2,308.1,1712,30.9,204,0,No Failure
9097,L,297.3,308.1,1642,36.9,206,0,No Failure
9098,L,297.3,308.1,1468,49.8,0,0,No Failure
9099,H,297.3,308.1,1477,52.3,2,0,No Failure
9100,L,297.3,308.2,1446,53.5,7,0,No Failure
9101,H,297.3,308.2,1653,31.4,9,0,No Failure
9102,L,297.3,308.3,1494,38.2,14,0,No Failure
9103,L,297.3,308.2,1490,41.0,16,0,No Failure
9104,M,297.4,308.3,1550,47.8,18,0,No Failure
9105,M,297.3,308.2,1677,34.9,21,0,No Failure
9106,L,297.4,308.3,1854,21.8,24,0,No Failure
9107,M,297.5,308.5,1662,30.3,26,0,No Failure
9108,M,297.5,308.6,1440,38.8,29,0,No Failure
9109,L,297.5,308.6,1513,39.7,32,0,No Failure
9110,M,297.6,308.6,1389,49.0,34,0,No Failure
9111,L,297.6,308.6,1351,51.0,37,0,No Failure
9112,M,297.6,308.6,1482,38.3,39,0,No Failure
9113,L,297.6,308.6,1744,28.5,42,0,No Failure
9114,L,297.6,308.7,1476,39.0,44,0,No Failure
9115,M,297.6,308.6,1444,48.2,46,0,No Failure
9116,H,297.6,308.7,1659,32.1,49,0,No Failure
9117,M,297.6,308.7,1475,46.6,54,0,No Failure
9118,L,297.6,308.6,1526,42.1,57,0,No Failure
9119,M,297.4,308.4,1675,29.5,59,0,No Failure
9120,L,297.4,308.4,1525,38.7,62,0,No Failure
9121,L,297.3,308.3,1396,45.9,64,0,No Failure
9122,L,297.4,308.4,1580,41.2,66,0,No Failure
9123,L,297.4,308.5,1462,42.8,68,0,No Failure
9124,L,297.4,308.4,1426,50.4,70,0,No Failure
9125,L,297.4,308.5,1569,34.2,72,0,No Failure
9126,L,297.4,308.5,1477,40.7,74,0,No Failure
9127,L,297.4,308.5,1761,27.2,76,0,No Failure
9128,M,297.5,308.6,1486,45.9,78,0,No Failure
9129,L,297.6,308.6,1664,30.1,81,0,No Failure
9130,L,297.6,308.6,1576,32.7,83,0,No Failure
9131,H,297.6,308.6,1463,46.7,85,0,No Failure
9132,M,297.6,308.6,1585,42.0,90,0,No Failure
9133,L,297.7,308.7,1479,45.7,93,0,No Failure
9134,L,297.7,308.7,1449,40.2,95,0,No Failure
9135,H,297.7,308.8,1404,50.3,97,0,No Failure
9136,L,297.7,308.7,1694,29.1,102,0,No Failure
9137,L,297.7,308.7,1731,28.4,104,0,No Failure
9138,L,297.6,308.6,1522,37.0,106,0,No Failure
9139,L,297.5,308.5,1536,36.9,108,0,No Failure
9140,L,297.5,308.5,1373,39.9,110,0,No Failure
9141,L,297.5,308.5,1597,36.4,112,0,No Failure
9142,L,297.6,308.5,1678,34.2,114,0,No Failure
9143,L,297.6,308.5,1452,42.6,116,0,No Failure
9144,M,297.5,308.5,1447,41.6,118,0,No Failure
9145,L,297.6,308.5,1574,37.1,121,0,No Failure
9146,L,297.6,308.6,1528,40.0,123,0,No Failure
9147,L,297.7,308.7,1688,27.2,125,0,No Failure
9148,L,297.6,308.6,1393,40.4,127,0,No Failure
9149,M,297.5,308.6,1429,50.5,129,0,No Failure
9150,M,297.5,308.6,1347,57.0,132,0,No Failure
9151,L,297.6,308.6,1553,40.5,135,0,No Failure
9152,L,297.5,308.6,1260,53.6,137,0,No Failure
9153,L,297.5,308.6,1546,33.8,139,0,No Failure
9154,L,297.5,308.6,1596,36.0,141,0,No Failure
9155,L,297.5,308.5,1340,57.4,143,0,No Failure
9156,M,297.5,308.4,1369,54.8,145,0,No Failure
9157,L,297.5,308.5,1462,52.3,148,0,No Failure
9158,H,297.4,308.4,1487,46.2,150,0,No Failure
9159,M,297.5,308.6,1510,35.5,155,0,No Failure
9160,H,297.5,308.5,1671,28.0,158,0,No Failure
9161,M,297.5,308.5,1612,30.0,163,0,No Failure
9162,M,297.6,308.6,1509,39.7,166,0,No Failure
9163,L,297.6,308.6,1415,47.3,169,0,No Failure
9164,L,297.6,308.6,2384,14.4,171,0,No Failure
9165,L,297.6,308.6,1326,62.4,173,0,No Failure
9166,M,297.6,308.6,1390,53.4,175,0,No Failure
9167,M,297.6,308.7,1392,41.2,178,0,No Failure
9168,H,297.6,308.8,1385,44.4,181,0,No Failure
9169,L,297.7,308.8,1896,24.5,186,0,No Failure
9170,L,297.7,308.7,1474,46.8,188,0,No Failure
9171,M,297.7,308.8,1388,45.6,190,0,No Failure
9172,L,297.7,308.9,1715,27.2,193,0,No Failure
9173,H,297.8,308.9,1650,32.2,195,0,No Failure
9174,L,297.8,308.9,1871,25.6,200,1,Tool Wear Failure
9175,L,297.8,309.0,1403,64.2,0,1,Power Failure
9176,L,297.8,308.9,1518,40.4,2,0,No Failure
9177,L,297.9,309.1,1504,43.0,4,0,No Failure
9178,L,297.8,309.0,1340,56.9,6,0,No Failure
9179,H,297.9,309.1,1435,44.7,8,0,No Failure
9180,L,297.9,309.1,1507,36.9,13,0,No Failure
9181,L,297.9,309.1,1521,36.1,15,0,No Failure
9182,M,297.8,309.0,1576,45.0,17,0,No Failure
9183,L,297.9,309.1,1543,36.6,20,0,No Failure
9184,L,298.0,309.2,1665,36.6,22,0,No Failure
9185,L,297.9,309.1,1442,50.3,24,0,No Failure
9186,L,297.9,309.0,1629,29.0,26,0,No Failure
9187,L,297.9,309.0,1379,47.3,28,0,No Failure
9188,L,297.9,309.0,1502,40.2,30,0,No Failure
9189,L,297.9,309.1,1595,32.0,32,0,No Failure
9190,M,298.0,309.0,1439,38.5,34,0,No Failure
9191,M,297.9,309.0,1970,21.6,37,0,No Failure
9192,L,297.9,309.0,1562,35.8,40,0,No Failure
9193,M,297.9,309.0,1530,40.9,42,0,No Failure
9194,L,297.9,308.9,1393,40.6,45,0,No Failure
9195,L,297.9,309.0,1532,37.6,47,0,No Failure
9196,L,298.0,308.9,1607,37.7,49,0,No Failure
9197,M,297.9,308.8,1469,49.0,51,0,No Failure
9198,M,297.9,308.8,1538,37.6,54,0,No Failure
9199,L,297.9,308.8,1613,31.4,57,0,No Failure
9200,M,297.9,308.8,1602,32.1,59,0,No Failure
9201,L,297.8,308.7,1404,44.2,62,0,No Failure
9202,L,297.8,308.8,1548,36.9,64,0,No Failure
9203,L,297.8,308.8,1559,35.2,66,0,No Failure
9204,L,297.8,308.8,1621,36.1,68,0,No Failure
9205,L,297.8,308.8,1579,32.9,70,0,No Failure
9206,M,297.9,308.9,1547,44.0,72,0,No Failure
9207,L,297.9,308.8,1386,48.6,75,0,No Failure
9208,L,298.0,308.9,1406,40.9,77,0,No Failure
9209,M,298.0,309.0,1393,55.9,79,0,No Failure
9210,M,297.9,309.0,2456,13.9,82,0,No Failure
9211,M,298.0,309.0,1409,49.1,85,0,No Failure
9212,L,298.0,308.9,1390,53.9,88,0,No Failure
9213,L,298.0,309.0,1679,32.4,90,0,No Failure
9214,L,298.0,308.9,1508,37.1,92,0,No Failure
9215,L,297.9,308.8,1681,31.7,94,0,No Failure
9216,H,297.7,308.8,1469,43.7,96,0,No Failure
9217,L,297.8,308.8,1421,49.6,101,0,No Failure
9218,L,297.7,308.8,1354,50.2,103,0,No Failure
9219,M,297.7,308.8,1350,57.0,105,0,No Failure
9220,L,297.8,308.9,1282,58.1,108,0,No Failure
9221,M,297.8,309.0,1675,30.0,110,0,No Failure
9222,M,297.9,309.0,1525,38.5,113,0,No Failure
9223,L,297.9,309.0,1382,43.9,116,0,No Failure
9224,L,297.9,309.0,1450,46.8,118,0,No Failure
9225,L,298.0,309.1,1820,23.6,120,0,No Failure
9226,L,298.0,309.1,1822,23.5,122,0,No Failure
9227,L,298.0,309.1,1473,44.3,124,0,No Failure
9228,M,298.1,309.1,1572,37.5,126,0,No Failure
9229,M,298.1,309.0,2042,17.8,129,0,No Failure
9230,L,298.2,309.2,1922,22.6,132,0,No Failure
9231,L,298.2,309.1,1539,36.5,134,0,No Failure
9232,L,298.2,309.1,1350,52.0,136,0,No Failure
9233,L,298.3,309.1,1403,45.1,138,0,No Failure
9234,L,298.3,309.1,1904,20.3,140,0,No Failure
9235,M,298.2,308.9,1592,35.2,142,0,No Failure
9236,L,298.1,308.7,1556,31.6,145,0,No Failure
9237,M,298.1,308.8,1811,25.4,147,0,No Failure
9238,M,298.2,308.8,1456,41.2,150,0,No Failure
9239,H,298.2,308.8,1436,51.9,153,0,No Failure
9240,M,298.1,308.7,1362,49.6,158,0,No Failure
9241,L,298.1,308.7,1683,29.1,161,0,No Failure
9242,M,298.2,308.7,1269,60.9,163,0,No Failure
9243,L,298.3,308.8,1454,49.0,166,0,No Failure
9244,L,298.3,308.8,1767,27.3,168,0,No Failure
9245,L,298.3,308.9,1708,27.3,170,0,No Failure
9246,L,298.3,308.9,1862,27.0,172,0,No Failure
9247,L,298.3,308.9,1695,30.7,174,0,No Failure
9248,M,298.3,309.1,1488,40.6,176,0,No Failure
9249,L,298.3,309.0,1657,32.2,179,0,No Failure
9250,H,298.3,309.0,1823,25.9,181,0,No Failure
9251,M,298.2,309.1,1651,28.8,186,0,No Failure
9252,M,298.1,309.0,1533,36.1,189,0,No Failure
9253,M,298.2,309.0,1508,40.5,192,0,No Failure
9254,L,298.3,309.1,1616,31.1,195,0,No Failure
9255,L,298.2,309.0,1651,31.5,197,0,No Failure
9256,L,298.2,309.1,1569,35.2,199,0,No Failure
9257,M,298.3,309.1,1296,58.7,201,0,No Failure
9258,H,298.3,309.0,1379,43.2,0,0,No Failure
9259,M,298.2,309.0,1694,28.0,5,0,No Failure
9260,L,298.2,309.0,1377,57.8,8,0,No Failure
9261,H,298.3,309.0,1470,38.4,10,0,No Failure
9262,M,298.3,309.1,1404,47.0,15,0,No Failure
9263,L,298.3,309.1,1593,40.1,18,0,No Failure
9264,M,298.3,309.0,1526,36.9,20,0,No Failure
9265,M,298.3,308.9,1390,49.7,23,0,No Failure
9266,L,298.2,308.9,1737,25.5,26,0,No Failure
9267,L,298.2,308.8,1362,57.3,28,0,No Failure
9268,L,298.2,308.8,1666,31.5,30,0,No Failure
9269,L,298.2,308.8,1354,60.9,32,0,No Failure
9270,L,298.2,308.8,1302,60.4,34,0,No Failure
9271,L,298.2,308.7,1991,20.5,36,0,No Failure
9272,L,298.2,308.6,1353,54.1,38,0,No Failure
9273,H,298.2,308.7,1520,35.7,40,0,No Failure
9274,L,298.2,308.7,1428,54.9,45,0,No Failure
9275,L,298.2,308.7,1605,29.4,47,0,No Failure
9276,L,298.1,308.7,1691,30.3,49,0,No Failure
9277,L,298.2,308.7,1447,48.4,51,0,No Failure
9278,H,298.2,308.8,1606,39.9,53,0,No Failure
9279,M,298.2,308.8,1645,28.2,58,0,No Failure
9280,H,298.2,308.8,1470,43.3,61,0,No Failure
9281,L,298.2,308.9,1336,45.0,66,0,No Failure
9282,M,298.2,308.9,1414,44.3,68,0,No Failure
9283,M,298.3,309.0,1802,27.5,71,0,No Failure
9284,L,298.2,308.9,1683,31.7,74,0,No Failure
9285,M,298.2,309.0,1410,47.6,76,0,No Failure
9286,L,298.2,308.9,1605,32.0,79,0,No Failure
9287,L,298.2,308.9,1709,28.1,81,0,No Failure
9288,L,298.2,308.9,1444,53.1,83,0,No Failure
9289,L,298.2,308.9,1367,45.0,85,0,No Failure
9290,L,298.2,309.0,1418,44.2,87,0,No Failure
9291,L,298.2,309.0,1353,57.8,89,0,No Failure
9292,L,298.2,309.0,1643,34.1,91,0,No Failure
9293,L,298.3,309.1,1437,38.0,93,0,No Failure
9294,L,298.1,309.0,1437,36.2,95,0,No Failure
9295,M,298.2,309.0,1413,47.9,97,0,No Failure
9296,H,298.2,309.0,1524,39.1,100,0,No Failure
9297,M,298.1,308.9,1479,43.4,105,0,No Failure
9298,L,298.1,308.9,1313,50.6,108,0,No Failure
9299,M,298.1,308.9,1335,50.4,110,0,No Failure
9300,L,298.1,308.9,1367,41.9,113,0,No Failure
9301,M,298.1,308.9,1459,50.3,115,0,No Failure
9302,M,298.1,308.9,1804,25.1,118,0,No Failure
9303,L,298.2,309.0,1491,38.3,121,0,No Failure
9304,L,298.3,309.1,1537,43.0,123,0,No Failure
9305,H,298.3,309.1,1646,30.2,125,0,No Failure
9306,M,298.3,309.2,1783,28.3,130,0,No Failure
9307,L,298.3,309.1,1395,49.8,133,0,No Failure
9308,L,298.4,309.1,1423,48.0,135,0,No Failure
9309,L,298.3,309.2,1562,37.6,137,0,No Failure
9310,L,298.4,309.3,1549,40.8,139,0,No Failure
9311,L,298.4,309.4,1540,43.2,141,0,No Failure
9312,H,298.5,309.4,1573,33.6,143,0,No Failure
9313,L,298.5,309.4,1418,45.1,148,0,No Failure
9314,M,298.5,309.4,1565,33.7,150,0,No Failure
9315,L,298.5,309.5,1569,41.0,153,0,No Failure
9316,H,298.5,309.4,1417,41.2,155,0,No Failure
9317,L,298.5,309.5,1480,38.1,160,0,No Failure
9318,L,298.5,309.4,1364,44.5,162,0,No Failure
9319,L,298.5,309.4,1911,21.5,164,0,No Failure
9320,L,298.4,309.3,1409,43.1,166,0,No Failure
9321,L,298.4,309.2,1335,53.5,168,0,No Failure
9322,M,298.5,309.3,1512,38.1,170,0,No Failure
9323,L,298.6,309.4,1447,40.2,173,0,No Failure
9324,L,298.6,309.3,1537,37.6,175,0,No Failure
9325,M,298.6,309.3,1510,40.8,177,0,No Failure
9326,L,298.6,309.3,1677,31.2,180,0,No Failure
9327,L,298.5,309.2,1504,33.7,182,0,No Failure
9328,H,298.5,309.1,2051,19.0,184,0,No Failure
9329,L,298.5,309.1,1474,41.3,189,0,No Failure
9330,M,298.4,309.0,1507,36.1,191,0,No Failure
9331,L,298.4,308.9,1496,37.9,194,0,No Failure
9332,M,298.5,309.0,1921,22.0,196,0,No Failure
9333,L,298.5,309.0,1450,40.5,199,0,No Failure
9334,L,298.4,308.9,1402,44.8,201,0,No Failure
9335,L,298.4,308.9,1501,50.0,203,0,No Failure
9336,L,298.5,308.9,1725,31.9,205,0,No Failure
9337,H,298.5,308.9,1500,40.3,207,0,No Failure
9338,H,298.5,309.0,1531,30.8,212,0,No Failure
9339,L,298.5,309.0,1458,44.8,217,0,No Failure
9340,H,298.4,308.9,1577,37.1,0,0,No Failure
9341,M,298.3,308.9,1363,46.1,5,0,No Failure
9342,H,298.3,308.9,1706,31.8,8,0,No Failure
9343,M,298.3,308.8,1391,50.4,13,0,No Failure
9344,L,298.2,308.8,1616,33.7,16,0,No Failure
9345,L,298.2,308.8,1442,47.0,18,0,No Failure
9346,M,298.2,308.8,1626,40.4,20,0,No Failure
9347,M,298.2,308.7,1426,42.6,23,0,No Failure
9348,L,298.2,308.7,1436,49.1,26,0,No Failure
9349,M,298.2,308.7,1599,36.2,28,0,No Failure
9350,L,298.2,308.7,2186,17.8,31,0,No Failure
9351,L,298.3,308.8,1645,30.4,33,0,No Failure
9352,L,298.2,308.7,1780,27.9,35,0,No Failure
9353,L,298.2,308.8,1345,44.3,37,0,No Failure
9354,M,298.2,308.8,1607,31.9,39,0,No Failure
9355,L,298.3,308.9,1708,28.0,42,0,No Failure
9356,L,298.3,308.9,1270,52.7,44,0,No Failure
9357,M,298.3,308.9,1646,25.4,46,0,No Failure
9358,L,298.2,308.7,1407,45.1,49,0,No Failure
9359,M,298.1,308.7,1581,47.4,51,0,No Failure
9360,L,298.0,308.6,1532,42.6,54,0,No Failure
9361,L,298.0,308.6,1610,33.1,56,0,No Failure
9362,M,298.0,308.5,1682,33.0,58,0,No Failure
9363,L,297.9,308.5,1519,34.3,61,0,No Failure
9364,L,297.9,308.5,1683,28.5,63,0,No Failure
9365,M,298.0,308.6,1254,55.8,65,0,No Failure
9366,L,298.0,308.5,1461,48.0,68,0,No Failure
9367,L,297.9,308.5,1472,45.1,70,0,No Failure
9368,L,297.7,308.4,1510,38.6,72,0,No Failure
9369,M,297.7,308.3,1547,36.8,74,0,No Failure
9370,H,297.7,308.4,1418,51.9,77,0,No Failure
9371,L,297.7,308.4,1289,51.3,82,0,No Failure
9372,L,297.7,308.4,1487,41.4,84,0,No Failure
9373,L,297.7,308.5,1453,45.5,86,0,No Failure
9374,M,297.8,308.5,1466,44.7,88,0,No Failure
9375,H,297.7,308.4,1288,49.5,91,0,No Failure
9376,H,297.7,308.4,1738,27.7,96,0,No Failure
9377,H,297.7,308.3,1488,41.0,101,0,No Failure
9378,L,297.6,308.3,1816,28.8,106,0,No Failure
9379,L,297.5,308.2,1419,48.5,108,0,No Failure
9380,L,297.4,308.1,1435,45.7,110,0,No Failure
9381,M,297.5,308.1,1480,42.4,112,0,No Failure
9382,L,297.5,308.2,1610,33.6,115,0,No Failure
9383,H,297.5,308.1,1548,38.2,117,0,No Failure
9384,M,297.6,308.1,1379,57.4,122,0,No Failure
9385,M,297.5,308.1,1907,23.5,125,0,No Failure
9386,M,297.5,308.0,2033,16.7,128,0,No Failure
9387,H,297.4,307.9,1390,52.0,131,0,No Failure
9388,M,297.5,307.9,1544,37.9,136,0,No Failure
9389,L,297.6,308.0,1258,57.4,139,0,No Failure
9390,M,297.5,308.0,1560,39.0,141,0,No Failure
9391,H,297.6,308.2,2071,18.5,144,0,No Failure
9392,L,297.6,308.1,1437,46.3,149,0,No Failure
9393,H,297.7,308.2,1489,43.0,151,0,No Failure
9394,L,297.7,308.2,1334,53.0,156,0,No Failure
9395,L,297.7,308.2,1500,39.9,158,0,No Failure
9396,L,297.8,308.3,1498,47.3,160,0,No Failure
9397,M,297.7,308.2,1370,53.4,162,0,No Failure
9398,H,297.7,308.2,1526,40.1,165,0,No Failure
9399,L,297.8,308.3,1477,44.8,170,0,No Failure
9400,L,297.7,308.2,1446,43.9,172,0,No Failure
9401,M,297.7,308.2,1720,25.6,174,0,No Failure
9402,L,297.7,308.1,1734,30.7,177,0,No Failure
9403,L,297.7,308.1,1697,29.1,179,0,No Failure
9404,L,297.7,308.2,2007,19.3,181,0,No Failure
9405,M,297.7,308.1,1469,48.8,183,0,No Failure
9406,M,297.7,308.1,2189,15.6,186,0,No Failure
9407,L,297.8,308.3,1435,50.1,189,0,No Failure
9408,H,297.9,308.4,1637,34.5,191,0,No Failure
9409,L,298.0,308.5,1664,28.3,196,0,No Failure
9410,M,298.0,308.5,1666,31.0,198,0,No Failure
9411,L,298.0,308.5,1404,46.6,201,0,No Failure
9412,L,298.0,308.5,1702,26.7,203,0,No Failure
9413,L,298.1,308.6,1439,44.9,205,0,No Failure
9414,L,298.1,308.6,1354,53.9,207,1,Overstrain Failure
9415,M,298.2,308.7,1361,44.2,0,0,No Failure
9416,M,298.1,308.5,1463,45.9,3,0,No Failure
9417,H,298.1,308.4,1515,43.8,6,0,No Failure
9418,L,298.0,308.4,1432,46.2,11,0,No Failure
9419,L,298.0,308.4,1911,22.0,13,0,No Failure
9420,L,298.0,308.4,1472,42.0,15,0,No Failure
9421,M,298.1,308.5,1382,54.5,17,0,No Failure
9422,L,298.1,308.5,1665,29.6,20,0,No Failure
9423,L,298.1,308.5,1676,30.5,22,0,No Failure
9424,M,298.0,308.5,1585,33.0,24,0,No Failure
9425,M,298.1,308.6,1415,46.3,27,0,No Failure
9426,L,298.1,308.7,1341,55.7,30,0,No Failure
9427,L,298.2,308.8,1540,34.8,32,0,No Failure
9428,H,298.2,308.8,1837,28.4,34,0,No Failure
9429,L,298.2,308.8,1498,36.0,39,0,No Failure
9430,L,298.1,308.7,1671,28.8,41,0,No Failure
9431,L,298.0,308.6,1430,57.0,43,0,No Failure
9432,L,298.0,308.7,1619,40.1,45,0,No Failure
9433,M,298.0,308.7,1430,51.9,47,0,No Failure
9434,L,298.0,308.6,1626,33.3,50,0,No Failure
9435,L,298.0,308.7,1443,49.3,52,0,No Failure
9436,L,298.0,308.6,1481,42.5,54,0,No Failure
9437,M,298.1,308.7,1527,43.0,56,0,No Failure
9438,M,298.1,308.7,1315,56.8,59,0,No Failure
9439,M,298.1,308.8,1433,48.2,62,0,No Failure
9440,M,298.1,308.8,1378,53.5,65,0,No Failure
9441,L,298.1,308.8,1432,43.4,68,0,No Failure
9442,M,298.1,308.8,1394,47.9,70,0,No Failure
9443,H,298.0,308.8,1411,53.8,73,0,No Failure
9444,L,298.1,308.9,2136,15.9,78,0,No Failure
9445,M,298.2,309.0,1446,45.8,80,0,No Failure
9446,H,298.1,308.9,1388,53.5,83,0,No Failure
9447,M,298.1,308.9,1323,51.7,88,0,No Failure
9448,L,298.2,309.0,1780,29.3,91,0,No Failure
9449,M,298.1,308.8,1434,41.8,93,0,No Failure
9450,M,298.0,308.7,1494,42.6,96,0,No Failure
9451,H,298.0,308.7,1536,39.6,99,0,No Failure
9452,M,298.0,308.7,1392,53.4,104,0,No Failure
9453,H,298.2,309.0,1360,56.8,107,0,No Failure
9454,L,298.4,309.2,1583,35.4,112,0,No Failure
9455,L,298.5,309.2,1983,20.2,114,0,No Failure
9456,L,298.5,309.3,1630,33.3,116,0,No Failure
9457,M,298.5,309.3,1692,26.7,118,0,No Failure
9458,L,298.4,309.1,1417,40.6,121,0,No Failure
9459,L,298.4,309.1,1579,36.1,123,0,No Failure
9460,M,298.4,309.2,1399,45.2,125,0,No Failure
9461,M,298.4,309.2,1414,46.4,128,0,No Failure
9462,L,298.5,309.3,1570,40.1,131,0,No Failure
9463,M,298.5,309.3,1552,36.8,133,0,No Failure
9464,L,298.6,309.4,1440,48.2,136,0,No Failure
9465,M,298.6,309.4,1460,43.8,138,0,No Failure
9466,L,298.6,309.4,1471,48.0,141,0,No Failure
9467,L,298.6,309.3,1702,27.6,143,0,No Failure
9468,L,298.6,309.4,1375,55.4,145,0,No Failure
9469,L,298.6,309.4,1698,33.2,147,0,No Failure
9470,H,298.6,309.4,1439,47.1,149,0,No Failure
9471,M,298.6,309.4,1774,27.5,154,0,No Failure
9472,M,298.7,309.4,1375,48.3,157,0,No Failure
9473,L,298.7,309.5,1446,40.0,160,0,No Failure
9474,M,298.7,309.6,1455,46.8,162,0,No Failure
9475,L,298.8,309.6,1523,41.9,165,0,No Failure
9476,M,298.8,309.6,1692,31.9,167,0,No Failure
9477,M,298.8,309.6,1693,33.3,170,0,No Failure
9478,L,298.8,309.6,1890,24.0,173,0,No Failure
9479,H,298.9,309.6,1600,33.5,175,0,No Failure
9480,M,298.9,309.6,1434,43.8,180,0,No Failure
9481,L,298.9,309.6,1365,50.9,183,0,No Failure
9482,H,298.8,309.6,1309,57.4,185,0,No Failure
9483,H,298.9,309.6,1546,35.3,190,0,No Failure
9484,L,298.9,309.6,1663,33.7,195,0,No Failure
9485,L,298.9,309.6,1589,34.2,197,0,No Failure
9486,M,298.9,309.6,1472,46.0,199,0,No Failure
9487,L,298.9,309.6,1583,39.8,202,0,No Failure
9488,M,298.9,309.6,1567,34.5,204,0,No Failure
9489,L,298.9,309.7,1407,41.9,207,0,No Failure
9490,M,299.0,309.7,1418,44.7,209,0,No Failure
9491,M,299.0,309.7,1489,40.7,212,0,No Failure
9492,L,299.1,309.9,1586,36.6,215,0,No Failure
9493,L,299.1,309.8,1398,55.4,217,1,Overstrain Failure
9494,L,299.2,309.9,1516,41.4,219,0,No Failure
9495,H,299.3,310.0,1373,44.8,221,0,No Failure
9496,M,299.2,310.0,1349,50.4,226,0,No Failure
9497,H,299.1,309.9,1443,40.3,0,0,No Failure
9498,H,299.2,310.1,1542,36.1,5,0,No Failure
9499,L,299.2,310.1,1534,37.7,10,0,No Failure
9500,L,299.2,310.2,1697,30.6,12,0,No Failure
9501,L,299.3,310.3,1396,47.4,14,0,No Failure
9502,L,299.3,310.2,1495,49.2,16,0,No Failure
9503,M,299.2,310.3,1551,44.8,18,0,No Failure
9504,L,299.2,310.3,1440,47.0,21,0,No Failure
9505,L,299.2,310.3,1429,40.1,23,0,No Failure
9506,H,299.3,310.4,1548,41.6,25,0,No Failure
9507,L,299.3,310.5,1505,38.8,30,0,No Failure
9508,L,299.2,310.4,1611,36.4,32,0,No Failure
9509,M,299.2,310.4,1502,39.8,34,0,No Failure
9510,M,299.2,310.4,1504,43.3,37,0,No Failure
9511,L,299.1,310.3,1449,40.7,40,0,No Failure
9512,L,299.0,310.2,1575,37.8,42,0,No Failure
9513,M,299.0,310.2,1598,33.4,44,0,No Failure
9514,L,299.0,310.1,1416,45.9,47,0,No Failure
9515,L,299.0,310.2,1682,28.8,49,0,No Failure
9516,L,298.9,310.1,1341,54.5,51,0,No Failure
9517,L,298.9,310.1,1523,39.1,53,0,No Failure
9518,L,299.0,310.1,1580,41.9,55,0,No Failure
9519,L,299.0,310.1,1531,36.0,57,0,No Failure
9520,L,299.0,310.1,1375,48.9,59,0,No Failure
9521,M,298.9,310.1,1484,40.4,61,0,No Failure
9522,M,299.0,310.2,1657,32.3,64,0,No Failure
9523,L,299.0,310.2,1494,40.6,67,0,No Failure
9524,H,299.0,310.3,1658,27.6,69,0,No Failure
9525,L,299.1,310.3,1411,42.1,74,0,No Failure
9526,M,299.2,310.4,1395,55.4,76,0,No Failure
9527,L,299.1,310.4,1550,43.9,79,0,No Failure
9528,M,299.1,310.3,1233,59.0,81,0,No Failure
9529,L,299.1,310.3,1459,46.7,84,0,No Failure
9530,H,299.1,310.4,1405,53.6,86,0,No Failure
9531,L,299.2,310.5,1458,44.1,91,0,No Failure
9532,L,299.2,310.5,1384,48.7,93,0,No Failure
9533,L,299.2,310.5,1705,29.5,95,0,No Failure
9534,L,299.3,310.6,1443,45.7,97,0,No Failure
9535,M,299.3,310.6,1609,31.4,99,0,No Failure
9536,L,299.3,310.5,1818,26.0,102,0,No Failure
9537,M,299.3,310.6,1457,42.1,104,0,No Failure
9538,L,299.3,310.6,1480,45.1,107,0,No Failure
9539,L,299.4,310.8,1424,47.7,109,0,No Failure
9540,M,299.4,310.8,1628,40.2,111,0,No Failure
9541,M,299.5,310.8,1754,31.3,114,0,No Failure
9542,L,299.6,310.9,1716,28.5,117,0,No Failure
9543,M,299.5,310.9,1378,48.7,119,0,No Failure
9544,L,299.6,311.0,1708,31.0,122,0,No Failure
9545,L,299.6,311.0,1430,38.3,124,0,No Failure
9546,M,299.7,311.2,1560,43.9,126,0,No Failure
9547,L,299.6,311.1,1679,30.7,129,0,No Failure
9548,L,299.6,311.1,1521,37.2,131,0,No Failure
9549,M,299.6,311.1,1649,33.8,133,0,No Failure
9550,M,299.5,311.0,1451,43.3,136,0,No Failure
9551,L,299.4,310.8,1391,48.9,139,0,No Failure
9552,M,299.3,310.8,1523,40.9,141,0,No Failure
9553,L,299.3,310.7,1495,39.2,144,0,No Failure
9554,M,299.3,310.7,1440,45.5,146,0,No Failure
9555,H,299.4,310.8,1585,31.4,149,0,No Failure
9556,L,299.5,310.8,1374,48.3,154,0,No Failure
9557,M,299.5,310.8,1507,40.2,156,0,No Failure
9558,M,299.5,310.9,1577,34.6,159,0,No Failure
9559,L,299.5,310.9,1496,38.5,162,0,No Failure
9560,L,299.6,310.9,1487,42.5,164,0,No Failure
9561,L,299.6,310.9,1853,26.3,166,0,No Failure
9562,M,299.7,311.0,1435,50.1,168,0,No Failure
9563,M,299.8,311.1,1763,25.5,171,0,No Failure
